Protein Id	Gene Symbol	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_R3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|Q92574|TSC1_HUMAN	TSC1	8.2838	10.1286	9.42387	9.51298	9.9117	7.82215	10.0889	10.5002	9.9171	8.73237	10.8274	10.1976	11.9261	10.8521	9.45839	9.74237	11.2116	11.2145	10.1081	10.1402
sp|Q13423|NNTM_HUMAN	NNT	9.05915	9.21006	9.30224	8.82757	9.83792	9.34717	8.86557	9.41584	10.3726	10.3934	9.66368	10.3537	10.1575	10.8983	10.9979	11.3691	10.2202	10.5037	10.4513	10.7532
sp|P35251|RFC1_HUMAN	RFC1	9.76842	9.96206	9.30077	9.24862	8.71136	9.06984	8.72894	9.28775	9.23882	9.53656	9.96958	9.25173	9.99217	10.5237	10.6863	9.81376	11.833	11.3641	12.009	11.7036
sp|Q92575|UBXN4_HUMAN	UBXN4	9.41745	9.75078	10.0294	9.55986	9.92233	9.90556	10.2305	9.7317	10.0738	10.1034	10.2864	9.59452	10.1646	10.832	10.7318	9.91529	10.1723	9.65772	10.1541	9.76653
sp|O95273|CCDB1_HUMAN	CCNDBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P52848|NDST1_HUMAN	NDST1	0	0	9.05485	10.5277	0	0	10.068	11.9939	0	0	13.8244	8.92068	0	0	8.38682	7.51027	0	0	9.64758	10.0658
sp|P52849|NDST2_HUMAN	NDST2	0	0	9.45926	10.2786	0	0	10.2001	9.92165	0	0	9.75236	10.4102	0	0	9.21342	9.73439	0	0	10.9606	10.0693
sp|P56945-6|BCAR1_HUMAN	BCAR1	10.1225	10.0084	9.94896	11.9067	10.7805	9.94602	10.8719	10.1305	10.9852	10.728	11.9873	11.3555	9.93469	9.50234	10.0282	9.08738	8.98395	9.00846	7.20016	7.48342
sp|P98172|EFNB1_HUMAN	EFNB1	8.90292	7.99522	7.3957	8.20137	8.98223	9.84932	10.888	11.5445	9.85648	11.3777	10.5225	10.8522	9.6039	9.27961	7.04841	6.36101	11.6621	12.4905	13.2184	13.968
sp|Q15768|EFNB3_HUMAN	EFNB3	9.16445	10.6681	10.0144	10.2996	9.86285	11.1946	9.14013	9.9041	10.2437	9.25063	10.2096	8.67979	8.50545	6.00207	10.1619	9.20798	12.631	12.4771	10.4706	11.9118
sp|Q9NV92|NFIP2_HUMAN	NDFIP2	6.92656	9.0812	0	0	10.1084	9.96003	0	0	8.87524	10.721	0	0	7.08963	8.60874	0	0	13.1338	15.4954	0	0
sp|Q14498|RBM39_HUMAN	RBM39	10.3857	10.1554	10.45	9.74856	10.3319	9.61369	9.69237	9.53836	9.86242	9.50663	9.7999	10.4852	10.2351	10.0616	10.6718	9.92657	10.0323	9.81529	9.78275	9.90454
sp|Q86U06|RBM23_HUMAN	RBM23	0	0	9.21035	12.6128	0	0	11.8573	10.5834	0	0	12.3331	12.657	0	0	6.83475	6.71325	0	0	7.66356	9.53447
sp|Q9BYV7|BCDO2_HUMAN	BCO2	0	0	10.0048	7.56682	0	0	5.92299	8.04555	0	0	9.50914	10.9285	0	0	8.89663	12.194	0	0	10.247	16.6846
sp|Q15042|RB3GP_HUMAN	RAB3GAP1	9.8764	10.5958	9.89522	9.99062	10.1154	9.84601	10.0096	9.94003	9.91006	9.35855	10.1327	9.85629	10.0939	10.5469	10.3161	10.5285	9.93454	9.72239	9.60413	9.72684
sp|Q9NX63|CHCH3_HUMAN	CHCHD3	9.27707	9.4164	9.45692	9.18563	10.9195	10.1504	9.5691	9.51536	10.4282	10.356	10.1912	10.1542	10.2888	9.94523	10.8867	10.5778	9.15076	10.0677	10.2964	10.1667
sp|P29375|KDM5A_HUMAN	KDM5A	8.06325	9.97232	10.0968	9.37823	9.42284	9.6895	7.91075	11.2891	9.24015	12.0455	11.0718	10.1496	7.95377	9.83222	9.07832	10.2397	11.6269	12.1535	9.90474	10.881
sp|P41229|KDM5C_HUMAN	KDM5C	12.6731	12.912	11.2473	10.377	9.2053	8.25098	9.54007	10.2945	10.7864	9.20518	10.198	9.90524	8.12791	8.73069	9.16996	9.4013	10.7016	9.40691	9.6932	10.1735
sp|Q9UGL1-2|KDM5B_HUMAN	KDM5B	11.1215	11.9206	12.0526	10.6707	9.091	9.34552	9.7011	10.1634	9.43747	9.48427	9.56451	10.0581	8.81232	9.9849	9.76301	9.37713	10.7661	10.0363	9.47914	9.17034
sp|P26641|EF1G_HUMAN	EEF1G	10.1899	10.0381	10.3865	10.4975	10.1296	9.99498	10.2599	10.5365	10.2192	9.65655	9.97108	9.90666	10.2221	10.1676	9.81867	10.1342	9.87143	9.51065	9.22184	9.26715
sp|P20810-6|ICAL_HUMAN	CAST	9.89382	10.5482	10.4298	10.1915	9.2919	10.0935	9.80791	10.1398	9.49409	9.66538	9.54977	10.3736	10.6192	10.9889	10.9467	10.6773	9.94612	9.4589	8.96014	8.92349
tr|D6RBR1|D6RBR1_HUMAN	CAST	10.0566	10.2339	0	0	9.54847	7.26076	0	0	11.1607	9.66348	0	0	8.95079	11.4186	0	0	11.7973	9.90938	0	0
sp|P31350-2|RIR2_HUMAN	RRM2	10.6919	12.2914	10.5586	13.4863	8.7141	7.87092	7.5453	8.67459	6.44543	6.90816	5.63724	5.00344	8.53981	9.52095	11.5381	12.4003	14.9936	14.0237	12.1778	12.9784
sp|Q7LG56-6|RIR2B_HUMAN	RRM2B	11.4329	12.1446	8.40854	10.7441	11.116	8.87498	7.91985	10.967	9.71655	8.21924	8.81819	11.8906	9.15963	10.3863	9.58991	13.823	10.1386	8.81117	7.0834	10.7554
sp|Q8NDA8|MROH1_HUMAN	MROH1	9.78424	10.0637	9.19453	10.0513	9.70583	9.89942	9.47027	10.1056	9.8728	9.96406	10.2447	9.75736	9.59758	9.93908	9.63704	9.80349	10.4602	10.7131	11.0035	10.7322
sp|Q16643-3|DREB_HUMAN	DBN1	9.80678	10.0404	10.243	11.1099	9.8298	10.7292	11.9442	11.0027	8.94261	9.10531	10.1635	9.43399	10.8708	11.0087	9.7127	8.88027	9.90049	9.76595	8.81034	8.69945
sp|P53618|COPB_HUMAN	COPB1	10.2249	10.1927	10.8811	9.72979	10.3307	9.77874	10.8208	9.42884	10.2931	9.75563	10.3292	9.9434	10.0575	10.085	9.64308	10.1927	9.77162	9.51011	9.55095	9.48013
sp|Q12809|KCNH2_HUMAN	KCNH2	10.1768	9.94555	9.17042	9.64243	10.7666	10.7614	10.5777	10.5753	10.0607	10.0247	10.0513	9.40605	8.18585	8.76389	9.29621	8.96081	10.6844	10.6302	10.8338	11.4861
sp|Q9NS40|KCNH7_HUMAN	KCNH7	0	0	8.6586	9.94673	0	0	9.18499	11.3929	0	0	9.80696	11.1066	0	0	8.54065	9.46195	0	0	10.1727	11.7279
sp|O14981|BTAF1_HUMAN	BTAF1	9.7032	10.359	9.88994	9.8681	10.2419	9.5352	9.43779	9.95577	9.73296	9.82362	10.8009	10.2076	9.85221	10.1354	9.88437	9.58038	10.3186	10.2979	10.189	10.1862
sp|Q99569|PKP4_HUMAN	PKP4	10.014	10.5762	9.78763	10.1267	9.70776	10.0436	10.1766	9.73628	10.3528	9.01295	9.24374	9.29879	9.3709	9.33246	10.507	9.71463	10.6557	10.9336	10.7412	10.6675
sp|Q9UQB3|CTND2_HUMAN	CTNND2	10.5625	10.7144	10.4772	10.8361	10.277	9.48257	9.47407	9.64482	11.0837	9.74687	8.97796	9.82145	10.4071	8.94398	11.3939	8.82606	9.95514	8.82671	11.1183	9.43012
sp|Q96CD0|FBXL8_HUMAN	FBXL8	10.9492	10.3626	9.98149	9.69135	9.87322	9.29882	9.70226	8.90191	10.054	10.8471	10.1551	8.97651	9.2107	9.34021	11.2181	10.5361	9.4107	10.6534	10.2721	10.565
sp|Q9H2M9|RBGPR_HUMAN	RAB3GAP2	9.795	10.1933	9.9845	10.1325	9.6576	9.90431	10.4684	10.0839	9.96308	9.51185	10.4441	9.44653	10.6029	10.5721	10.5573	10.5108	10.0449	9.75498	9.25284	9.119
sp|O95429|BAG4_HUMAN	BAG4	0	0	9.5077	9.63765	0	0	9.46936	10.401	0	0	10.5895	9.93284	0	0	10.8171	9.63271	0	0	10.2661	9.74602
sp|Q96BN8|OTUL_HUMAN	FAM105B	9.74574	9.81025	8.6805	9.23006	8.78076	9.59966	9.09004	10.1123	8.74919	9.97372	11.0282	9.97503	12.8155	10.9216	10.2526	11.143	9.90488	9.69872	9.62361	10.8646
sp|Q92736-2|RYR2_HUMAN	RYR2	10.0689	10.7569	9.9202	9.50318	10.0046	9.54165	8.95007	9.64417	10.1043	10.178	10.2187	10.2183	8.64427	9.48034	9.14067	9.81219	10.6242	10.5969	11.2357	11.3568
sp|P21817|RYR1_HUMAN	RYR1	10.0486	10.7255	10.2767	9.35225	11.9136	10.4167	9.58346	9.05991	10.1835	10.3492	10.5122	9.90651	8.00418	8.20294	9.27189	9.56309	9.00969	11.146	11.5437	10.9303
sp|P08559-4|ODPA_HUMAN	PDHA1	9.20032	9.44941	9.33059	9.1492	9.67324	9.42341	9.04043	9.32078	10.3743	10.2679	10.0037	10.0635	10.067	10.7058	10.6929	10.7778	10.4174	10.4212	10.9126	10.7084
sp|Q10570|CPSF1_HUMAN	CPSF1	9.70178	9.76053	11.3088	9.96602	10.2437	9.70737	11.5517	10.8312	10.3495	9.80149	11.4667	9.45904	9.20581	9.84847	7.94311	7.63423	10.6786	10.7028	10.0436	9.79568
sp|O75155|CAND2_HUMAN	CAND2	10.0107	10.1781	9.74816	9.6158	10.0334	10.3006	10.784	10.3973	10.233	9.51699	10.276	10.1776	10.609	10.4395	10.0324	10.3257	9.66746	9.01116	9.08753	9.55557
sp|Q86VP6|CAND1_HUMAN	CAND1	10.1569	10.0002	10.4106	9.4619	10.1968	9.85647	10.0351	9.47881	9.40096	9.654	9.53565	9.32583	10.3705	10.0468	10.4635	10.316	10.1972	10.1202	10.8322	10.1404
sp|Q99733|NP1L4_HUMAN	NAP1L4	10.0453	10.2832	9.18626	10.2549	9.95144	9.83448	8.46327	10.0647	9.56956	9.68657	9.59704	11.0365	10.1616	10.2479	10.3535	11.0558	9.8196	10.4004	9.42495	10.563
sp|P55209|NP1L1_HUMAN	NAP1L1	10.3756	10.7434	10.3525	10.8674	9.48922	9.58565	9.68681	9.91111	9.47925	9.07434	9.56309	10.359	10.5902	10.8792	9.99671	10.1888	10.0801	9.70307	9.84199	9.2326
sp|Q96RP9|EFGM_HUMAN	GFM1	9.39146	9.76065	9.13597	8.62267	9.89177	9.74956	9.45125	9.67004	10.1257	9.9859	10.4611	10.2298	10.8304	11.3323	11.0448	11.2108	9.24057	9.69165	10.082	10.0915
sp|Q15262-3|PTPRK_HUMAN	PTPRK	8.85192	9.3558	7.99685	7.71238	9.8622	9.3899	8.40094	9.61336	10.4178	10.6371	10.2396	10.0673	8.08374	8.81907	8.00654	8.76103	12.9015	11.681	14.577	14.6249
tr|Q5TG12|Q5TG12_HUMAN	PTPRK	10.7444	11.1461	8.83402	11.1934	11.5541	9.68925	9.02498	10.7845	8.99428	11.545	10.9727	9.94098	7.19617	6.59354	6.87006	8.48761	10.8069	11.7303	10.8434	13.0484
sp|P28827-2|PTPRM_HUMAN	PTPRM	9.86784	9.9641	10.3279	9.84388	10.5044	10.7654	10.8717	10.8175	10.2271	10.4657	9.60584	9.5275	8.32556	8.1136	7.83261	8.40477	10.5554	11.211	11.2339	11.5343
sp|Q86XX4-2|FRAS1_HUMAN	FRAS1	9.65561	9.68003	8.35249	10.2044	9.9789	10.1838	9.61965	10.2927	10.2091	10.0758	9.92435	10.6728	8.70168	8.93843	8.48466	7.8517	11.1939	11.3828	12.6721	11.9252
sp|Q9NVC6|MED17_HUMAN	MED17	9.27227	10.0086	9.07568	10.3426	9.74076	9.64556	9.04174	10.0355	10.1388	10.2622	10.5761	10.6663	9.86213	9.90344	9.1848	9.06998	10.807	10.3592	10.6292	11.3781
tr|J9JID7|J9JID7_HUMAN	LMNB2	9.57208	9.83785	9.64403	10.5387	10.1744	9.98324	9.51443	9.75906	10.0613	9.86578	9.56023	9.81137	9.20876	9.72344	9.70267	10.1627	10.8356	10.7376	10.7722	10.5346
sp|P02545|LMNA_HUMAN	LMNA	9.65664	10.1502	9.82267	10.0785	10.3142	10.0833	9.44878	9.84694	10.0284	10.2485	9.88138	9.95911	9.18652	9.53013	9.78264	9.84876	10.3575	10.4446	10.8165	10.5148
sp|P20700|LMNB1_HUMAN	LMNB1	9.52525	9.80921	9.59978	9.82356	9.95217	9.62871	9.11925	9.79234	9.98044	9.74352	9.6648	9.73811	9.30293	9.75726	10.0752	9.83001	11.2483	11.0522	11.1041	11.2528
sp|P19338|NUCL_HUMAN	NCL	9.86461	10.2697	9.81832	9.89185	9.36594	9.31991	8.82829	9.57943	9.70497	9.57608	9.76201	10.1064	10.0056	10.6787	10.6552	10.1475	10.766	10.4486	10.8892	10.3218
sp|P49006|MRP_HUMAN	MARCKSL1	10.8635	11.2236	9.52773	9.55272	9.77343	8.68874	11.2371	10.2462	11.066	10.3356	11.8483	9.82609	6.06366	8.37083	8.32512	8.02808	11.4168	12.1979	10.5423	10.8664
sp|P29966|MARCS_HUMAN	MARCKS	9.40897	11.5314	0	0	8.85454	5.63015	0	0	13.0126	8.18718	0	0	5.56975	12.7512	0	0	13.4297	11.6245	0	0
sp|Q7KZF4|SND1_HUMAN	SND1	10.4936	10.5631	10.6063	9.99183	10.4819	10.5608	10.7825	10.4042	10.2476	9.91248	10.8745	10.0998	9.98578	9.92607	9.78351	9.23605	8.60126	9.2274	9.31753	8.90367
sp|Q8N3V7|SYNPO_HUMAN	SYNPO	10.747	11.1849	10.1738	10.322	9.96957	10.1291	9.75506	9.83138	9.79001	9.03615	9.09604	10.4596	10.6765	10.0523	10.2346	11.0008	9.42271	8.99179	9.50917	9.61759
sp|Q6UWP2|DHR11_HUMAN	DHRS11	9.91271	12.953	10.1611	10.1086	8.76042	10.9679	9.26215	9.00533	9.12412	9.09773	9.85257	9.39565	9.23958	10.6657	11.1938	10.589	9.82645	9.45242	10.2359	10.1958
sp|P18206|VINC_HUMAN	VCL	10.6656	10.1546	10.443	10.4431	9.40059	9.97769	10.2501	9.86531	8.91195	9.71726	9.39406	9.58647	11.2966	10.2771	10.4342	10.0879	9.86425	9.73436	9.78459	9.71126
sp|P42858|HD_HUMAN	HTT	9.75699	10.0925	9.1842	10.0051	10.1229	9.19913	9.27466	9.97511	10.0361	9.47431	10.6978	10.685	10.0849	10.5076	9.95702	9.95448	10.4849	10.2406	10.1169	10.1498
sp|P19404|NDUV2_HUMAN	NDUFV2	10.1186	10.0411	9.5004	9.59071	9.48417	9.53652	8.99783	9.64332	9.25076	10.7748	9.86828	10.1487	10.7473	10.2873	10.2732	9.89712	10.0813	9.6782	11.1295	10.9508
sp|O43837|IDH3B_HUMAN	IDH3B	9.08051	9.10299	9.05624	8.98927	10.5773	9.60343	8.59062	9.47352	10.5286	10.5844	9.67043	10.5612	10.0889	10.4082	10.7119	11.7264	9.59369	10.432	10.4373	10.7831
sp|O43837-2|IDH3B_HUMAN	IDH3B	10.1592	9.62119	10.6031	10.0252	11.7959	12.2174	10.416	6.70888	9.61461	10.1614	9.0492	12.3726	9.9068	9.56848	11.3863	9.31511	7.38208	9.57287	9.5543	10.5693
sp|Q8N201|INT1_HUMAN	INTS1	9.64806	10.1126	8.89737	9.36988	9.69714	9.72203	9.77757	10.0826	10.1468	10.0945	10.9245	10.5125	9.74206	10.328	9.34342	10.3449	10.2445	10.2644	10.0005	10.7466
sp|Q9UBF2|COPG2_HUMAN	COPG2	9.21819	9.03541	9.63815	8.99197	9.68605	9.9812	9.70341	9.48975	9.73952	10.0669	10.6057	10.0548	10.9854	11.2904	10.0842	10.1732	10.1628	9.8341	10.5008	10.758
sp|Q9Y678|COPG1_HUMAN	COPG1	10.225	10.3435	10.5534	10.1764	10.5877	10.0615	11.8766	10.2167	9.81196	9.81908	10.3621	9.13404	9.86072	10.1977	9.41441	10.0694	9.6307	9.4622	9.22026	8.97664
sp|O00330|ODPX_HUMAN	PDHX	9.08846	9.57059	9.07881	9.31734	9.95072	9.62861	9.14624	9.27932	10.0591	10.2076	9.7963	10.3364	10.3088	11.0982	10.822	10.9848	10.0758	10.0121	10.7718	10.4671
sp|Q8IXS6-2|PALM2_HUMAN	PALM2	9.78369	9.64015	8.87042	10.1343	9.36804	9.48053	9.86506	9.51799	10.3684	9.91082	11.8433	9.42522	9.86759	10.1004	9.78932	8.27599	10.481	10.9995	10.5749	11.7035
sp|Q9Y2D5-6|AKAP2_HUMAN	AKAP2	10.6216	10.1142	10.7477	11.4864	9.07227	9.4138	10.315	10.303	10.0386	9.27232	9.75142	10.1054	11.3134	10.7047	10.4752	10.0389	9.97977	9.46935	8.37776	8.39939
sp|O75781|PALM_HUMAN	PALM	9.46456	9.8928	9.68193	10.8013	9.93973	10.1772	8.73441	10.8114	9.12889	9.81719	9.33499	10.2252	8.88666	8.67107	8.35494	8.80412	12.0249	11.997	11.4266	11.825
sp|Q9HAC8|UBTD1_HUMAN	UBTD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8WUN7|UBTD2_HUMAN	UBTD2	10.5448	10.3128	9.32205	10.2608	9.70221	9.22561	9.99428	11.3913	10.0443	9.6218	10.7856	10.1048	10.6413	9.9054	8.12317	7.82213	9.95474	10.0471	10.7245	11.4712
sp|Q70CQ2|UBP34_HUMAN	USP34	10.064	10.1233	10.1176	10.0797	10.3646	10.0153	11.9582	10.3211	10.5953	9.82867	10.5808	10.0602	9.92347	9.54866	9.47565	8.23303	10.0235	9.5132	9.94458	9.22914
sp|P17858-2|K6PL_HUMAN	PFKL	11.0296	10.8018	11.2004	9.47127	10.0901	9.10615	10.1009	8.78692	10.1116	9.12005	9.277	9.21432	9.7291	9.51497	9.60576	11.7689	10.6049	9.89167	10.0155	10.559
sp|Q01813|K6PP_HUMAN	PFKP	10.5828	11.0092	10.6682	10.2502	10.0467	10.1535	9.70179	9.60094	9.84533	9.23704	9.35108	9.73921	9.74819	9.7293	10.3593	11.0296	9.75838	9.88951	9.58903	9.71075
sp|P08237-3|K6PF_HUMAN	PFKM	10.177	10.6959	9.84758	9.93249	10.0217	9.6462	8.91868	9.74801	10.0687	9.51739	9.7115	10.0914	9.41975	10.2327	10.0464	11.398	10.1523	10.0684	9.81256	10.4934
sp|O95336|6PGL_HUMAN	PGLS	11.1972	10.1487	9.81824	10.3856	10.3956	9.22796	9.89402	10.0606	8.4304	9.85222	9.08558	9.30509	11.6685	10.2125	10.2897	10.7338	9.58122	9.28561	10.5802	9.8471
sp|P55060|XPO2_HUMAN	CSE1L	10.1132	9.9251	10.0985	9.26068	9.45723	9.32127	9.3735	9.36282	8.65246	9.66605	9.67473	9.62143	11.3591	11.3704	10.5664	10.8545	9.89959	10.2355	10.7108	10.4766
sp|Q9BUH6|CI142_HUMAN	C9orf142	9.55402	10.6257	9.12423	9.86806	7.87407	8.83341	9.20393	9.96021	9.17285	10.0102	10.3504	9.90174	10.453	10.5723	9.72095	9.73385	11.7969	11.1076	10.8504	11.2862
sp|Q8N697|S15A4_HUMAN	SLC15A4	9.53834	9.91606	9.9906	9.58716	10.817	9.16844	9.33526	8.99625	10.3664	10.3097	10.569	9.03278	8.87473	9.21891	9.96965	9.93098	10.837	10.9534	11.2726	11.3158
sp|Q9P265|DIP2B_HUMAN	DIP2B	9.65751	9.75134	9.8447	9.989	9.97275	9.91807	9.62408	10.0938	10.7106	10.2178	10.0383	9.84307	9.7958	9.66721	10.433	10.4728	10.3298	9.97916	9.69726	9.96404
sp|Q14689|DIP2A_HUMAN	DIP2A	8.76526	9.53229	9.53839	10.2142	10.248	10.3955	9.76724	9.74992	10.7623	10.1974	10.6858	9.85601	9.72688	9.99856	9.53396	9.60752	10.1022	10.2716	10.1883	10.8588
sp|Q9Y2E4|DIP2C_HUMAN	DIP2C	10.0303	10.2945	10.0739	9.85799	10.19	9.75096	9.20252	9.45083	10.7624	9.89747	10.6134	9.68343	9.24075	10.0805	10.3567	10.5384	10.2797	9.47357	10.1302	10.0927
sp|Q00341|VIGLN_HUMAN	HDLBP	10.6769	10.7401	10.6869	11.5725	10.1135	10.2247	9.88233	10.665	10.0835	9.40221	10.2669	10.3692	10.2151	9.86313	9.9066	9.52237	9.75493	8.9261	8.5669	8.56133
sp|Q9BXX3|AN30A_HUMAN	ANKRD30A	11.4558	11.0722	10.7331	10.7625	10.5074	9.06205	18.6341	11.0067	10.2619	9.68963	9.16423	8.8629	10.2451	9.35646	8.69937	8.52122	9.85349	8.49608	6.72978	6.88614
sp|Q8TDX7|NEK7_HUMAN	NEK7	10.6118	10.6939	11.1358	10.4298	10.7343	10.5523	9.83339	10.012	9.51726	9.46985	9.63981	10.2108	9.15311	8.85313	8.94715	9.15267	10.1946	10.2197	10.3781	10.2605
sp|Q9HC38-2|GLOD4_HUMAN	GLOD4	9.37896	10.0103	9.98581	9.30885	9.50744	9.40589	9.27723	9.12148	9.37997	9.59397	9.24019	9.31916	10.3653	10.7663	11.3026	10.943	11.0832	10.5087	11.0165	10.4851
sp|Q99575|POP1_HUMAN	POP1	9.82838	9.70989	9.76775	9.86017	9.79719	9.94784	9.76618	9.62661	9.71382	9.73038	10.5217	10.0038	9.56992	10.1688	10.027	9.76928	10.6987	10.8351	10.7358	9.92164
sp|Q53H12|AGK_HUMAN	AGK	9.03137	9.64461	9.23436	8.51648	9.57034	9.23069	9.46275	9.14657	10.2468	10.1176	10.2929	9.74103	10.3608	11.1978	11.3584	10.8285	10.2182	10.3818	11.124	10.295
sp|Q9Y2I8|WDR37_HUMAN	WDR37	10.3426	10.4749	10.3957	10.0608	9.74492	9.41964	9.87151	9.48075	9.67686	9.29831	9.99645	9.67101	10.4776	10.2152	10.8478	10.4863	10.4092	9.94065	9.88821	9.30143
sp|Q702N8|XIRP1_HUMAN	XIRP1	11.0973	11.0907	12.0139	12.8904	11.5895	12.2152	12.8914	11.634	10.259	9.24372	9.50437	9.51976	8.60717	8.10759	8.37002	7.66667	8.87198	8.9178	7.79958	7.70988
sp|A4UGR9|XIRP2_HUMAN	XIRP2	13.3752	11.9662	11.9425	13.9328	11.406	13.3849	14.1666	12.3801	11.4935	9.80607	10.6575	10.7296	9.43509	6.65351	6.60612	6.01222	6.19974	6.27973	6.66209	6.91052
sp|A4UGR9-6|XIRP2_HUMAN	XIRP2	11.6523	11.4128	12.0441	11.7151	8.96292	10.3998	12.5854	11.5716	10.8685	9.65173	9.95693	9.90446	11.8726	9.19534	9.19342	8.51535	8.60194	7.38212	7.23089	7.28275
sp|Q05086|UBE3A_HUMAN	UBE3A	9.95696	10.4381	9.83604	9.74547	10.0231	9.80298	9.49712	9.58829	9.47478	9.57332	10.3311	9.47054	10.3594	10.1761	10.3467	10.0362	10.0161	10.1791	10.4594	10.6891
sp|Q9H019|MFR1L_HUMAN	MTFR1L	9.73317	10.8703	9.48629	8.66203	8.72755	9.14343	8.80193	8.33646	9.50493	9.79759	9.01636	9.30211	11.8488	11.4143	13.6469	12.931	9.70736	9.25257	10.1558	9.66105
sp|Q15772|SPEG_HUMAN	SPEG	10.3108	10.1234	10.2529	10.6477	10.3333	10.798	11.7063	10.6055	10.6712	9.98432	10.282	9.89745	9.15942	9.11604	8.79338	9.03396	9.70296	9.80054	9.49029	9.2904
sp|Q9UGR2|Z3H7B_HUMAN	ZC3H7B	10.1422	9.54482	9.63192	9.52508	10.9238	10.3939	10.8459	10.4771	10.6923	10.2108	10.9296	10.4506	9.64271	9.8812	9.37389	8.97431	8.82616	9.74211	9.87608	9.91541
sp|P06753|TPM3_HUMAN	TPM3	11.801	10.6605	10.7532	14.3557	6.02295	9.39269	14.5721	14.3338	6.89631	19.3464	11.4834	9.95468	12.1158	4.40602	5.89656	4.73263	8.22125	11.1372	6.90314	7.01487
sp|P09493-8|TPM1_HUMAN	TPM1	11.0122	10.6242	11.0563	13.7198	6.52669	9.02051	15.2035	13.4881	7.48429	18.2097	11.2214	10.7938	11.0118	5.74752	6.00682	4.57693	8.50183	11.8613	7.09369	6.83973
sp|P07951-3|TPM2_HUMAN	TPM2	10.262	10.0891	10.6505	12.8724	7.18757	8.90713	16.4214	13.5643	8.66148	18.3677	13.1533	9.49122	10.4139	5.45934	5.378	4.44064	9.1526	11.4991	7.67435	6.35394
sp|P09493|TPM1_HUMAN	TPM1	11.4777	10.558	10.4227	13.7477	5.98617	9.4545	13.1925	15.0757	6.83642	19.2387	11.1353	10.268	12.1262	4.64976	6.18756	5.18614	7.99706	11.6754	7.14648	7.63795
sp|P07951|TPM2_HUMAN	TPM2	12.2967	10.966	10.8751	14.3022	7.17095	9.14617	15.2898	14.4216	8.26887	18.0872	12.3818	10.0165	10.7296	5.08673	5.48307	4.56106	8.0669	10.1809	6.16164	6.50716
sp|P06753-5|TPM3_HUMAN	TPM3	0	0	11.0813	15.7889	0	0	9.74542	11.4506	0	0	9.06252	10.1682	0	0	7.60765	8.18391	0	0	9.08865	7.82292
sp|Q14980|NUMA1_HUMAN	NUMA1	9.32975	9.88165	9.24185	9.41284	9.70423	9.24496	8.57506	9.55779	9.37524	9.9831	10.0712	10.0645	8.94839	10.143	9.52352	9.6325	11.6149	11.7748	11.944	11.9767
sp|Q14980-2|NUMA1_HUMAN	NUMA1	11.1856	9.98552	9.65167	9.07574	9.68074	9.13118	8.60173	10.8188	9.33864	8.35982	9.49826	9.59227	9.96939	9.36024	9.02515	9.40479	10.8915	12.0974	13.3194	11.0122
sp|O95183|VAMP5_HUMAN	VAMP5	11.1331	8.59683	7.73426	9.96289	8.84157	8.62156	8.9536	10.2737	9.67724	14.7228	12.3088	9.12998	9.09166	6.80931	8.07796	8.77884	12.8909	9.61508	11.1428	13.6372
sp|O00471|EXOC5_HUMAN	EXOC5	10.3002	9.69259	9.87561	10.2128	9.37566	9.89723	9.69241	9.82345	8.34137	10.1591	9.94125	9.549	12.0349	10.4897	10.1724	10.2533	9.73931	9.96991	10.2357	10.2441
sp|Q92616|GCN1L_HUMAN	GCN1L1	10.1761	9.94479	10.2502	9.86111	10.3652	10.4931	11.2505	10.5624	9.79496	9.575	10.5646	9.93554	10.4601	10.4169	9.6681	9.8578	9.56104	9.21284	9.0695	8.98032
sp|Q9H6L2-2|TM231_HUMAN	TMEM231	0	0	8.80996	9.7423	0	0	10.8664	9.63937	0	0	10.1241	8.85604	0	0	9.74332	11.3916	0	0	10.5246	10.3023
sp|Q9UNF0|PACN2_HUMAN	PACSIN2	10.8864	11.2539	9.64221	10.6559	10.1959	10.0946	9.10118	10.3663	9.42652	9.50009	9.40656	10.3569	10.6129	10.7397	11.0399	11.7989	8.32929	8.96071	8.67878	8.95332
sp|Q9BY11|PACN1_HUMAN	PACSIN1	10.5119	11.0179	10.8413	10.4668	10.6226	10.8146	9.92528	10.4478	10.5355	9.62114	10.541	10.2366	10.1229	10.3571	10.437	10.5638	8.30631	8.09011	8.32977	8.21079
sp|O60749|SNX2_HUMAN	SNX2	9.93538	9.89915	9.47675	9.50564	9.73946	9.71457	9.61156	9.38	10.1614	10.1239	10.0158	9.91839	10.7407	10.5812	10.6781	10.7003	9.28841	9.81576	10.6124	10.101
sp|Q13596|SNX1_HUMAN	SNX1	9.46547	9.76615	9.71038	9.14665	9.98163	9.91167	11.1564	10.241	9.9405	9.83498	10.8195	9.53274	9.85698	9.8303	9.28263	8.63129	10.9135	10.4988	11.1329	10.3467
