ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1364132	1.97E-13	2.1E-15	-28.381967	25.645863	-1.72266907	Scamp2	secretory carrier membrane protein 2
ILMN_1362384	1.99E-13	2.13E-15	-28.361483	25.634071	-4.16924563	Rps8	ribosomal protein S8
ILMN_1376744	2E-13	2.14E-15	-28.347432	25.625977	-2.22686927	Slc6a8	solute carrier family 6 member 8
ILMN_1373053	2.03E-13	2.19E-15	-28.309073	25.603859	-1.96759632	Hmox2	heme oxygenase 2
ILMN_1362327	2.08E-13	2.25E-15	-28.264585	25.578168	-2.19796762	Tgm2	transglutaminase 2
ILMN_1376648	2.08E-13	2.27E-15	-28.24866	25.568961	-2.48841967	Satb1	SATB homeobox 1
ILMN_1359951	2.08E-13	2.28E-15	-28.239824	25.563851	-2.85013004	Ctsc	cathepsin C
ILMN_1530518	2.08E-13	2.28E-15	28.238157	25.562886	3.44841351	Pacsin3	protein kinase C and casein kinase substrate in neurons 3
ILMN_1356998	2.1E-13	2.31E-15	-28.218577	25.551554	-2.99833432	Krtcap2	keratinocyte associated protein 2
ILMN_1366410	2.13E-13	2.36E-15	-28.180555	25.529527	-3.14949069	Hbp1	HMG-box transcription factor 1
ILMN_1358713	2.15E-13	2.38E-15	-28.162604	25.519116	-1.73345828	Usf1	upstream transcription factor 1
ILMN_1359636	2.15E-13	2.4E-15	-28.150503	25.512094	-1.78908473	Snd1	staphylococcal nuclease and tudor domain containing 1
ILMN_1374754	2.16E-13	2.43E-15	-28.13104	25.500793	-2.60692489	Tubg1	tubulin, gamma 1
ILMN_1369062	2.16E-13	2.44E-15	-28.123512	25.49642	-1.8133714	Pfkl	phosphofructokinase, liver type
ILMN_1361253	2.16E-13	2.45E-15	-28.116445	25.492314	-3.9671067	Ndufb11	NADH:ubiquinone oxidoreductase subunit B11
ILMN_1358119	2.16E-13	2.45E-15	-28.115613	25.49183	-2.35297204	Acvrl1	activin A receptor like type 1
ILMN_1372161	2.16E-13	2.45E-15	-28.112508	25.490026	-5.01996323	Mybpc3	myosin binding protein C, cardiac
ILMN_1349157	2.25E-13	2.59E-15	-28.020414	25.436406	-2.22007782		
ILMN_1359174	2.25E-13	2.59E-15	-28.017229	25.434549	-2.19445044		
ILMN_1359111	2.25E-13	2.6E-15	-28.013859	25.432583	-1.89905205	Cep85	centrosomal protein 85
ILMN_1361783	2.25E-13	2.6E-15	-28.011553	25.431238	-2.16959313	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase
ILMN_1353564	2.25E-13	2.61E-15	-28.002575	25.425998	-2.74805758	Plaa	phospholipase A2, activating protein
ILMN_1364500	2.25E-13	2.62E-15	-27.999508	25.424209	-2.68417896		
ILMN_1376859	2.27E-13	2.66E-15	-27.973997	25.409311	-3.01412236	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
ILMN_1351975	2.27E-13	2.66E-15	-27.971866	25.408066	-1.62211885	Zmym1	zinc finger MYM-type containing 1
ILMN_1353208	2.28E-13	2.69E-15	-27.953246	25.397183	-2.60306033	Vwa7	von Willebrand factor A domain containing 7
ILMN_1352005	2.3E-13	2.72E-15	-27.934848	25.386423	-2.58769352	Mid1ip1	MID1 interacting protein 1
ILMN_1376575	2.32E-13	2.74E-15	-27.917196	25.376091	-2.88468919	Pltp	phospholipid transfer protein
ILMN_1373301	2.36E-13	2.81E-15	-27.875279	25.351531	-1.83492166	Cdc42ep2	CDC42 effector protein 2
ILMN_1364243	2.4E-13	2.87E-15	-27.839946	25.330798	-2.12663935		
ILMN_1357028	2.4E-13	2.88E-15	-27.832835	25.326622	-2.26159706	Eftud2	elongation factor Tu GTP binding domain containing 2
ILMN_1360488	2.4E-13	2.89E-15	-27.828915	25.324319	-3.05493698	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6
ILMN_1372967	2.48E-13	2.99E-15	-27.768584	25.28884	-1.91605502	Laptm4a	lysosomal protein transmembrane 4 alpha
ILMN_1368179	2.58E-13	3.13E-15	-27.692173	25.243789	-2.2963485	Kmt5a	lysine methyltransferase 5A
ILMN_1357070	2.6E-13	3.17E-15	-27.670559	25.231022	-2.86924387	Rbm38	RNA binding motif protein 38
ILMN_1372363	2.68E-13	3.27E-15	-27.617123	25.199414	-2.73472162		
ILMN_1356478	2.68E-13	3.28E-15	-27.610302	25.195375	-3.3808847	Samm50	SAMM50 sorting and assembly machinery component
ILMN_1370728	2.7E-13	3.33E-15	-27.587035	25.181589	-1.9670805	Dctn1	dynactin subunit 1
ILMN_1367191	2.72E-13	3.36E-15	-27.570145	25.171573	-1.87035515		
ILMN_1353043	2.78E-13	3.45E-15	-27.524233	25.144317	-1.71974772	Fitm1	fat storage-inducing transmembrane protein 1
ILMN_1367683	2.78E-13	3.46E-15	-27.518002	25.140614	-2.49152386	Acad10	acyl-CoA dehydrogenase family, member 10
ILMN_1364666	2.78E-13	3.46E-15	-27.516699	25.13984	-2.73891547	Trim72	tripartite motif containing 72
ILMN_1352222	2.85E-13	3.56E-15	-27.469123	25.111538	-2.29049827	Slc25a39	solute carrier family 25, member 39
ILMN_1376445	2.85E-13	3.6E-15	-27.452624	25.10171	-3.29901526	Fermt2	fermitin family member 2
ILMN_1358681	2.85E-13	3.62E-15	-27.44281	25.095862	-3.86914062		
ILMN_1376936	2.85E-13	3.64E-15	-27.43078	25.088691	-1.55295321	Tdrd3	tudor domain containing 3
ILMN_1354399	2.85E-13	3.65E-15	-27.430072	25.088268	-2.47782385	Cox7b	cytochrome c oxidase subunit 7B
ILMN_1349681	2.85E-13	3.65E-15	-27.428012	25.08704	-2.70060761	Rps2	ribosomal protein S2
ILMN_1366201	2.85E-13	3.65E-15	-27.427706	25.086857	-4.13282506	Aldoa	aldolase, fructose-bisphosphate A
ILMN_1360660	2.85E-13	3.67E-15	-27.420646	25.082647	-2.52150246	Pim3	Pim-3 proto-oncogene, serine/threonine kinase
ILMN_1360723	2.85E-13	3.68E-15	-27.416169	25.079976	-3.35852761		
ILMN_1359936	2.85E-13	3.68E-15	-27.414681	25.079088	-4.74193705		
ILMN_1357252	2.87E-13	3.72E-15	-27.39358	25.066493	-1.84841326	Man2c1	mannosidase, alpha, class 2C, member 1
ILMN_1361699	2.91E-13	3.79E-15	-27.364663	25.049216	-1.89927288	Nkiras1	NFKB inhibitor interacting Ras-like 1
ILMN_1349971	2.91E-13	3.8E-15	-27.358607	25.045596	-4.38258311		
ILMN_1366825	2.91E-13	3.81E-15	-27.355146	25.043526	-2.59595048	Plekhm2	pleckstrin homology and RUN domain containing M2
ILMN_1354716	2.93E-13	3.85E-15	-27.339406	25.03411	-1.38484968	Nupr2	nuclear protein 2, transcriptional regulator
ILMN_1367956	2.95E-13	3.9E-15	-27.314187	25.019013	-1.65044354	Zcchc11	zinc finger CCHC-type containing 11
ILMN_1358399	2.95E-13	3.91E-15	-27.312432	25.017962	-2.14354006	Serf1	small EDRK-rich factor 1
ILMN_1354804	2.96E-13	3.92E-15	-27.305292	25.013685	-2.29230734	Fam149b1	family with sequence similarity 149, member B1
ILMN_1369116	2.98E-13	3.97E-15	-27.28645	25.002392	-3.79610621		
ILMN_1364188	2.99E-13	3.99E-15	-27.274813	24.995413	-1.46423026	Dnal4	dynein, axonemal, light chain 4
ILMN_1353346	3E-13	4.03E-15	-27.261647	24.987514	-4.08248772	Ltbp4	latent transforming growth factor beta binding protein 4
ILMN_1375142	3.02E-13	4.06E-15	-27.246368	24.978342	-3.85826901	Atp2a2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
ILMN_1375968	3.05E-13	4.12E-15	-27.223995	24.964902	-2.53655057		
ILMN_1376451	3.05E-13	4.13E-15	-27.219309	24.962085	-3.17573075	Mapkapk2	mitogen-activated protein kinase-activated protein kinase 2
ILMN_1374470	3.07E-13	4.17E-15	-27.20314	24.952363	-2.37863289	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c
ILMN_1358557	3.07E-13	4.18E-15	-27.197744	24.949117	-2.76572158	Myoz2	myozenin 2
ILMN_1365973	3.12E-13	4.26E-15	-27.165826	24.929903	-1.71976281		
ILMN_1375212	3.18E-13	4.37E-15	-27.123675	24.904494	-2.45836497	Fam65a	family with sequence similarity 65, member A
ILMN_1371197	3.21E-13	4.42E-15	-27.104397	24.89286	-4.01301753		
ILMN_1374856	3.22E-13	4.44E-15	-27.094841	24.887089	-1.88322222	Spns1	SPNS sphingolipid transporter 1
ILMN_1370966	3.22E-13	4.45E-15	-27.090734	24.884609	-2.06881997	Xrcc1	X-ray repair cross complementing 1
ILMN_1368533	3.23E-13	4.49E-15	-27.075749	24.875554	-3.25374169		
ILMN_1376531	3.24E-13	4.52E-15	-27.067295	24.870444	-2.52646207	Tm7sf3	transmembrane 7 superfamily member 3
ILMN_1360981	3.24E-13	4.54E-15	-27.05911	24.865494	-1.80363019	Plekhm1	pleckstrin homology and RUN domain containing M1
ILMN_1363913	3.24E-13	4.54E-15	-27.05891	24.865373	-2.00005863	Apba3	amyloid beta precursor protein binding family A member 3
ILMN_1649962	3.28E-13	4.61E-15	-27.032921	24.849648	-3.16022996	Emc6	ER membrane protein complex subunit 6
ILMN_1650024	3.31E-13	4.67E-15	-27.009709	24.835589	-2.23423708		
ILMN_1371610	3.32E-13	4.7E-15	-26.99934	24.829305	-1.53035916	Phrf1	PHD and ring finger domains 1
ILMN_1354252	3.34E-13	4.74E-15	-26.984863	24.820527	-2.04007194		
ILMN_1369248	3.58E-13	5.11E-15	-26.862064	24.745872	-3.31087711	Wdr83os	WD repeat domain 83 opposite strand
ILMN_1349059	3.6E-13	5.15E-15	-26.846782	24.736556	-2.98694286	Prdx3	peroxiredoxin 3
ILMN_1363364	3.64E-13	5.22E-15	-26.82492	24.72322	-2.94481924	Rab11b	RAB11B, member RAS oncogene family
ILMN_1363698	3.66E-13	5.27E-15	-26.809967	24.714092	-1.96765128	Mrps17	mitochondrial ribosomal protein S17
ILMN_1360518	3.68E-13	5.31E-15	-26.795792	24.705435	-2.34373157	Rras	related RAS viral (r-ras) oncogene homolog
ILMN_1359114	3.81E-13	5.51E-15	-26.734689	24.668061	-3.54157133	Jup	junction plakoglobin
ILMN_1369596	3.81E-13	5.53E-15	-26.730788	24.665672	-1.68714505	Bcl2l13	BCL2 like 13
ILMN_1374501	3.85E-13	5.61E-15	-26.705775	24.650344	-1.90559153	Pex19	peroxisomal biogenesis factor 19
ILMN_1363486	3.9E-13	5.69E-15	-26.681401	24.635394	-2.57373111	Casp7	caspase 7
ILMN_1352091	3.9E-13	5.72E-15	-26.672934	24.630198	-3.52077786	Tmed10	transmembrane p24 trafficking protein 10
ILMN_1373876	3.91E-13	5.76E-15	-26.661881	24.623411	-3.09712449	Pmp22	peripheral myelin protein 22
ILMN_1358080	3.91E-13	5.77E-15	-26.658932	24.6216	-2.78100917	Por	cytochrome p450 oxidoreductase
ILMN_1354025	3.94E-13	5.83E-15	-26.642835	24.611711	-1.98185723	Acp6	acid phosphatase 6, lysophosphatidic
ILMN_1374867	3.95E-13	5.86E-15	-26.633161	24.605764	-2.25411092	Slc4a3	solute carrier family 4 member 3
ILMN_1365964	3.95E-13	5.88E-15	-26.628963	24.603184	-2.28125023	Dvl1	dishevelled segment polarity protein 1
ILMN_1650508	3.96E-13	5.91E-15	-26.620008	24.597676	-4.14420174		
ILMN_1350103	3.98E-13	5.96E-15	-26.604605	24.588199	-2.56012424		
ILMN_1368549	4.01E-13	6.02E-15	-26.58801	24.577982	-2.0404508	Sts	steroid sulfatase (microsomal), isozyme S
ILMN_1368465	4.07E-13	6.12E-15	-26.561836	24.561853	-2.0996699	Emc2	ER membrane protein complex subunit 2
ILMN_1365949	4.07E-13	6.15E-15	-26.553848	24.556928	-2.01763034	Hcfc1r1	host cell factor C1 regulator 1
ILMN_1351709	4.12E-13	6.24E-15	-26.528678	24.541399	-4.38177183	Ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7
ILMN_1361406	4.24E-13	6.43E-15	-26.478854	24.510613	-2.34592976		
ILMN_1357173	4.26E-13	6.48E-15	-26.466394	24.502904	-2.78322261	Cox5a	cytochrome c oxidase subunit 5A
ILMN_1376322	4.26E-13	6.5E-15	-26.46195	24.500154	-2.43852075	Dgat1	diacylglycerol O-acyltransferase 1
ILMN_1356381	4.28E-13	6.55E-15	-26.448746	24.491981	-2.14932721	Cox19	COX19 cytochrome c oxidase assembly factor
ILMN_1372021	4.4E-13	6.76E-15	-26.398359	24.460749	-3.59413467		
ILMN_1353667	4.43E-13	6.84E-15	26.377901	24.448051	3.62031962	Sec61g	Sec61 translocon gamma subunit
ILMN_1360786	4.43E-13	6.85E-15	-26.376817	24.447379	-2.36845269	Fkbp8	FK506 binding protein 8
ILMN_1365357	4.45E-13	6.9E-15	-26.365123	24.440115	-1.93995176	Plekha3	pleckstrin homology domain containing A3
ILMN_1374839	4.48E-13	6.96E-15	-26.35008	24.430767	-2.12205807	Srek1ip1	SREK1-interacting protein 1
ILMN_1352632	4.48E-13	6.98E-15	-26.344862	24.427524	-2.66146267	Phc2	polyhomeotic homolog 2
ILMN_1370745	4.62E-13	7.22E-15	-26.288864	24.39267	-2.85135902		
ILMN_1370390	4.75E-13	7.44E-15	-26.241614	24.363201	-3.9425718	Nme2	NME/NM23 nucleoside diphosphate kinase 2
ILMN_1372737	4.76E-13	7.48E-15	-26.232763	24.357675	-2.11385041	Srsf11	serine and arginine rich splicing factor 11
ILMN_1359632	4.76E-13	7.51E-15	-26.225561	24.353177	-5.20196973		
ILMN_1650468	4.84E-13	7.66E-15	-26.19245	24.332481	-3.61377384		
ILMN_1355370	4.84E-13	7.69E-15	-26.18647	24.32874	-2.43277281	Lage3	L antigen family, member 3
ILMN_1362302	4.84E-13	7.7E-15	-26.185206	24.32795	-3.03065563	Gata4	GATA binding protein 4
ILMN_1368520	4.91E-13	7.83E-15	-26.158554	24.311267	-1.9470766		
ILMN_1372916	4.94E-13	7.9E-15	-26.142785	24.301387	-1.68760135	Pde2a	phosphodiesterase 2A
ILMN_1357179	4.95E-13	7.94E-15	-26.135207	24.296638	-1.73622208		
ILMN_1364466	4.95E-13	7.95E-15	-26.132521	24.294954	-3.33889953	Stk25	serine/threonine kinase 25
ILMN_1651079	4.95E-13	8.01E-15	-26.121446	24.288009	-3.21153022		
ILMN_1650724	4.95E-13	8.01E-15	-26.120673	24.287524	-3.02833722	Pnpla2	patatin-like phospholipase domain containing 2
ILMN_1367656	4.95E-13	8.03E-15	-26.117507	24.285539	-2.62995833	Cuedc1	CUE domain containing 1
ILMN_1369497	4.97E-13	8.07E-15	-26.108652	24.279983	-3.04028901	Pitrm1	pitrilysin metallopeptidase 1
ILMN_1355722	5.03E-13	8.2E-15	-26.082656	24.263662	-1.97552557	Parp6	poly (ADP-ribose) polymerase family, member 6
ILMN_1374873	5.06E-13	8.28E-15	-26.067813	24.254335	-3.12060804	Lhfp	lipoma HMGIC fusion partner
ILMN_1349159	5.11E-13	8.37E-15	-26.050048	24.243166	-2.60641465	Psme4	proteasome activator subunit 4
ILMN_1375009	5.2E-13	8.54E-15	-26.017755	24.222841	-1.60156266	Kat5	lysine acetyltransferase 5
ILMN_1359122	5.41E-13	8.91E-15	-25.948843	24.179384	-1.96882312	Stau1	staufen double-stranded RNA binding protein 1
ILMN_1363250	5.51E-13	9.12E-15	-25.911486	24.155776	-1.97488636	Mbtps1	membrane-bound transcription factor peptidase, site 1
ILMN_1349125	5.51E-13	9.13E-15	-25.909696	24.154644	-3.79288316	Dhrs11	dehydrogenase/reductase 11
ILMN_1359820	5.52E-13	9.18E-15	-25.899774	24.148367	-2.35228275	Ap3b1	adaptor-related protein complex 3, beta 1 subunit
ILMN_1350031	5.52E-13	9.19E-15	-25.898975	24.147862	-2.8566638	Pcsk6	proprotein convertase subtilisin/kexin type 6
ILMN_1355763	5.53E-13	9.24E-15	-25.890255	24.142344	-2.6895168	Eif2b4	eukaryotic translation initiation factor 2B subunit delta
ILMN_1358095	5.55E-13	9.32E-15	-25.87636	24.133546	-2.81254477		
ILMN_1358569	5.55E-13	9.32E-15	-25.875893	24.13325	-1.28797065		
ILMN_1361685	5.59E-13	9.44E-15	-25.85589	24.120577	-1.46446463	Dnajc11	DnaJ heat shock protein family (Hsp40) member C11
ILMN_1649932	5.59E-13	9.44E-15	-25.855836	24.120543	-1.55453066	Tars2	threonyl-tRNA synthetase 2, mitochondrial (putative)
ILMN_1350695	5.59E-13	9.46E-15	-25.852133	24.118196	-2.00771387	Psmd13	proteasome 26S subunit, non-ATPase 13
ILMN_1362073	5.59E-13	9.48E-15	-25.849188	24.116329	-1.71010079	Patl1	PAT1 homolog 1, processing body mRNA decay factor
ILMN_1372654	5.62E-13	9.55E-15	-25.836763	24.10845	-3.4869073	Map1lc3b	microtubule-associated protein 1 light chain 3 beta
ILMN_1365165	5.64E-13	9.62E-15	-25.82419	24.100473	-3.21847221	Mpc1	mitochondrial pyruvate carrier 1
ILMN_1363047	5.72E-13	9.8E-15	25.795783	24.082436	2.4959534		
ILMN_1363545	5.72E-13	9.8E-15	-25.795158	24.082038	-1.86303893		
ILMN_1359444	5.87E-13	1.01E-14	-25.749654	24.053102	-1.98202199		
ILMN_1372971	5.98E-13	1.03E-14	-25.71551	24.031354	-1.52176151	Dclre1a	DNA cross-link repair 1A
ILMN_1358146	6.02E-13	1.04E-14	-25.69944	24.021109	-2.64043855	Gtpbp8	GTP-binding protein 8 (putative)
ILMN_1355796	6.04E-13	1.05E-14	-25.687024	24.013188	-3.20336266	Efnb3	ephrin B3
ILMN_1374217	6.04E-13	1.05E-14	-25.685977	24.01252	-1.88277733	Syf2	SYF2 pre-mRNA-splicing factor
ILMN_1355963	6.08E-13	1.06E-14	-25.671091	24.003019	-1.83506575	Ube2l3	ubiquitin-conjugating enzyme E2L 3
ILMN_1349831	6.25E-13	1.09E-14	-25.623048	23.972315	-1.49578889	Tmem141	transmembrane protein 141
ILMN_1350269	6.27E-13	1.1E-14	-25.61548	23.967472	-3.39736212	Hfe	hemochromatosis
ILMN_1353161	6.29E-13	1.1E-14	-25.606937	23.962005	-4.28862547	Atp5g2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)
ILMN_1362897	6.33E-13	1.11E-14	-25.592639	23.95285	-3.48839901	Acadm	acyl-CoA dehydrogenase, C-4 to C-12 straight chain
ILMN_1355383	6.46E-13	1.14E-14	-25.554206	23.928214	-3.35696584	Dab2	DAB2, clathrin adaptor protein
ILMN_1376454	6.56E-13	1.16E-14	-25.526329	23.910322	-2.59898809	Tardbp	TAR DNA binding protein
ILMN_1360318	6.58E-13	1.17E-14	-25.517259	23.904497	-2.91340185	Col4a1	collagen type IV alpha 1 chain
ILMN_1650404	6.58E-13	1.17E-14	25.513121	23.901838	6.56115768		
ILMN_1367664	6.62E-13	1.18E-14	-25.500505	23.89373	-1.75662018	Nr1h2	nuclear receptor subfamily 1, group H, member 2
ILMN_1369824	6.65E-13	1.19E-14	-25.488693	23.886134	-2.25680771	Ppp4r1	protein phosphatase 4, regulatory subunit 1
ILMN_1373979	6.67E-13	1.19E-14	-25.479914	23.880487	-2.5710059	Map4	microtubule-associated protein 4
ILMN_1358267	6.67E-13	1.2E-14	-25.4773	23.878806	-2.97191045	Ctsd	cathepsin D
ILMN_1357162	6.68E-13	1.2E-14	-25.471286	23.874936	-1.86954117		
ILMN_1367417	6.68E-13	1.2E-14	-25.467113	23.872249	-2.16352454	Polrmt	RNA polymerase mitochondrial
ILMN_1376754	6.74E-13	1.22E-14	-25.448018	23.859953	-2.72243727	Abcf3	ATP binding cassette subfamily F member 3
ILMN_1376410	6.78E-13	1.23E-14	-25.432372	23.84987	-2.99645613	Rbms1	RNA binding motif, single stranded interacting protein 1
ILMN_1373510	6.78E-13	1.23E-14	-25.430838	23.848881	-1.91481238	Pskh1	protein serine kinase H1
ILMN_1358621	6.78E-13	1.23E-14	-25.427712	23.846866	-2.31332531	Adprh	ADP-ribosylarginine hydrolase
ILMN_1368761	6.79E-13	1.24E-14	-25.421285	23.842722	-1.80865463	Cisd3	CDGSH iron sulfur domain 3
ILMN_1355888	6.81E-13	1.25E-14	-25.412121	23.836811	-1.78972067	Clcnkb	chloride voltage-gated channel Kb
ILMN_1352949	6.89E-13	1.27E-14	-25.382769	23.817863	-2.46869273	Arid1a	AT-rich interaction domain 1A
ILMN_1374866	6.89E-13	1.27E-14	-25.381601	23.817109	-2.67748733	Hibch	3-hydroxyisobutyryl-CoA hydrolase
ILMN_1373792	6.89E-13	1.27E-14	-25.380297	23.816267	-3.29798948	Rpl10a	ribosomal protein L10A
ILMN_1350882	6.89E-13	1.27E-14	-25.378605	23.815174	-3.15514532	Eef1b2	eukaryotic translation elongation factor 1 beta 2
ILMN_1367009	6.97E-13	1.29E-14	-25.357667	23.801642	-2.82957526	Rps7	ribosomal protein S7
ILMN_1369046	6.98E-13	1.3E-14	-25.350299	23.796877	-1.79586224	Ints5	integrator complex subunit 5
ILMN_1373442	6.98E-13	1.3E-14	-25.346744	23.794578	-2.22624132	Stat3	signal transducer and activator of transcription 3
ILMN_1357284	7.01E-13	1.31E-14	-25.334971	23.786961	-4.01445412	Rplp0	ribosomal protein lateral stalk subunit P0
ILMN_1366913	7.01E-13	1.31E-14	-25.331852	23.784943	-2.13579855	Sec24b	SEC24 homolog B, COPII coat complex component
ILMN_1364737	7.02E-13	1.31E-14	-25.327836	23.782343	-4.09156362	Smyd1	SET and MYND domain containing 1
ILMN_1353304	7.1E-13	1.33E-14	-25.304239	23.767061	-2.40965033	Fam32a	family with sequence similarity 32, member A
ILMN_1368874	7.15E-13	1.35E-14	-25.291089	23.758538	-1.68785402	Ttc23	tetratricopeptide repeat domain 23
ILMN_1356903	7.18E-13	1.36E-14	-25.279806	23.751222	-4.19653759	Got2	glutamic-oxaloacetic transaminase 2
ILMN_1370689	7.18E-13	1.36E-14	-25.276944	23.749365	-3.44592232	Eci2	enoyl-CoA delta isomerase 2
ILMN_1351833	7.19E-13	1.36E-14	-25.269752	23.7447	-2.77691287	Rps27	ribosomal protein S27
ILMN_1364257	7.37E-13	1.4E-14	-25.227588	23.717318	-2.04200753	Kcnk3	potassium two pore domain channel subfamily K member 3
ILMN_1650350	7.52E-13	1.43E-14	-25.192765	23.694669	-2.27702713	Tmem9b	TMEM9 domain family, member B
ILMN_1354185	7.53E-13	1.44E-14	-25.181563	23.687377	-1.78687649	Nolc1	nucleolar and coiled-body phosphoprotein 1
ILMN_1376446	7.53E-13	1.44E-14	-25.179283	23.685892	-1.48501473	Zbtb17	zinc finger and BTB domain containing 17
ILMN_1350280	7.53E-13	1.45E-14	-25.176639	23.68417	-1.84810193	Dnm2	dynamin 2
ILMN_1361763	7.53E-13	1.45E-14	-25.174774	23.682955	-2.26075574	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1
ILMN_1356684	7.53E-13	1.45E-14	-25.173168	23.681909	-2.34638416	Dnaja3	DnaJ heat shock protein family (Hsp40) member A3
ILMN_1361391	7.56E-13	1.46E-14	-25.162179	23.674749	-2.63498899		
ILMN_1357901	7.58E-13	1.47E-14	-25.154861	23.66998	-1.61300694	Fxr2	FMR1 autosomal homolog 2
ILMN_1365871	7.58E-13	1.47E-14	-25.152179	23.668231	-2.44884168	Id1	inhibitor of DNA binding 1, HLH protein
ILMN_1358649	7.63E-13	1.49E-14	-25.135277	23.657208	-1.94805769	Zfyve9	zinc finger FYVE-type containing 9
ILMN_1354605	7.63E-13	1.49E-14	-25.134307	23.656575	-2.61802482	Supt5h	SPT5 homolog, DSIF elongation factor subunit
ILMN_1354584	7.75E-13	1.51E-14	25.105549	23.637803	2.82286756		
ILMN_1376773	7.8E-13	1.53E-14	-25.092255	23.629117	-1.10588405	Slc19a1	solute carrier family 19 member 1
ILMN_1362616	8.04E-13	1.58E-14	-25.040385	23.595183	-2.04243426		
ILMN_1350344	8.05E-13	1.58E-14	-25.035296	23.59185	-3.37704264	Ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta
ILMN_1361441	8.09E-13	1.59E-14	-25.025366	23.585344	-2.81109873	Pltp	phospholipid transfer protein
ILMN_1365742	8.15E-13	1.61E-14	-25.008905	23.574553	-2.56916318	Zc3h14	zinc finger CCCH type containing 14
ILMN_1351006	8.16E-13	1.62E-14	-25.003689	23.571133	-3.75082232	Tpt1	tumor protein, translationally-controlled 1
ILMN_1361380	8.25E-13	1.64E-14	-24.98365	23.557984	-3.65678206		
ILMN_1650113	8.26E-13	1.64E-14	-24.978066	23.554318	-2.59487936	Cnot1	CCR4-NOT transcription complex, subunit 1
ILMN_1351396	8.3E-13	1.65E-14	-24.967512	23.547387	-3.63817903	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1
ILMN_1364409	8.32E-13	1.67E-14	-24.9571	23.540547	-2.11427445	Ndufb9	NADH:ubiquinone oxidoreductase subunit B9
ILMN_1374105	8.32E-13	1.67E-14	-24.956668	23.540263	-4.35175979	Adipor1	adiponectin receptor 1
ILMN_1373328	8.38E-13	1.68E-14	-24.941411	23.530234	-1.76337297	Prmt3	protein arginine methyltransferase 3
ILMN_1357060	8.58E-13	1.73E-14	-24.901256	23.503808	-2.97280907	Mrpl3	mitochondrial ribosomal protein L3
ILMN_1369298	8.64E-13	1.74E-14	-24.887608	23.494817	-2.31508865	Arhgap17	Rho GTPase activating protein 17
ILMN_1349617	8.71E-13	1.76E-14	-24.871452	23.484167	-2.92848083	H2afx	H2A histone family, member X
ILMN_1351843	8.71E-13	1.77E-14	-24.86549	23.480235	-2.2236006	Thap11	THAP domain containing 11
ILMN_1370766	8.71E-13	1.77E-14	-24.864302	23.479451	-4.28920757	Pygm	phosphorylase, glycogen, muscle
ILMN_1370746	8.72E-13	1.78E-14	-24.857748	23.475128	-1.55745048		
ILMN_1651137	8.72E-13	1.78E-14	-24.856817	23.474513	-3.15404535	Bloc1s1	biogenesis of lysosomal organelles complex-1, subunit 1
ILMN_1363761	8.74E-13	1.79E-14	-24.849157	23.469458	-2.02842029	Mcm3ap	minichromosome maintenance complex component 3 associated protein
ILMN_1365552	8.78E-13	1.8E-14	-24.838294	23.462286	-2.05657806		
ILMN_1368359	8.79E-13	1.8E-14	-24.834025	23.459467	-4.82270176	Rpl6	ribosomal protein L6
