,Gene.symbol,MeanFC,Cleaned Gene Symbols
14657,PLCD3,-0.0319112972,PLCD3
14658,PLCD4,-0.8838528368,PLCD4
14659,PLCE1,-0.543503777,PLCE1
14660,PLCG1,0.0607235544,PLCG1
14661,PLCG2,-0.1711865208,PLCG2
14667,PLCXD3,-1.7172542298,PLCXD3
14669,PLD1,-0.3972313001,PLD1
14670,PLD2,-0.1553552687,PLD2
14671,PLD3,0.0695173237,PLD3
14675,PLEC,-0.1728216197,PLEC
14678,PLEKHA1,0.0956772583,PLEKHA1
14680,PLEKHA3,0.2371745779,PLEKHA3
14681,PLEKHA4,0.2129388247,PLEKHA4
14682,PLEKHA5,-0.198607829,PLEKHA5
14685,PLEKHA8,0.149149073,PLEKHA8
14687,PLEKHB1,-0.4074610753,PLEKHB1
14688,PLEKHB2,0.1223237191,PLEKHB2
14690,PLEKHF1,0.9726540815,PLEKHF1
14691,PLEKHF2,0.1664508039,PLEKHF2
14693,PLEKHG2,-0.4679908704,PLEKHG2
14702,PLEKHJ1,-0.3349583055,PLEKHJ1
14712,PLGRKT,-0.1606933368,PLGRKT
14714,PLIN2,0.4844057434,PLIN2
14715,PLIN3,-0.376748543,PLIN3
14719,PLK2,0.0843439034,PLK2
14721,PLK4,-2.4062909122,PLK4
14724,PLOD1,-0.0251358549,PLOD1
14725,PLOD2,0.0907060235,PLOD2
14726,PLOD3,0.2173310994,PLOD3
14729,PLRG1,-0.1402474024,PLRG1
14730,PLS1,-0.1073441084,PLS1
14731,PLS3,-0.0471751904,PLS3
14732,PLSCR1,0.2766565773,PLSCR1
14739,PLXDC2,-0.022410215,PLXDC2
14741,PLXNA2,0.3434897207,PLXNA2
14742,PLXNA3,0.1643065483,PLXNA3
14745,PLXNB2,0.0079784602,PLXNB2
14748,PLXND1,0.2028956664,PLXND1
14755,PMEPA1,0.2040370914,PMEPA1
14758,PMM1,-0.1179527644,PMM1
14759,PMM2,-0.3050363358,PMM2
14761,PMP22,-0.9070017044,PMP22
14762,PMPCA,0.1930649341,PMPCA
14763,PMS1,-0.115002357,PMS1
14764,PMS2,-0.0333042341,PMS2
14770,PMVK,0.082801831,PMVK
14771,PNCK,-0.2422333879,PNCK
14773,PNKP,-0.2058813302,PNKP
14779,PNMA1,-0.0970251929,PNMA1
14787,PNN,-0.2092681962,PNN
14788,PNO1,0.0191793785,PNO1
14790,PNP,1.0592493768,PNP
14800,PNPT1,0.0614410896,PNPT1
14802,POC1A,-0.0459085804,POC1A
14806,PODXL,0.3790283152,PODXL
14807,PODXL2,-0.482076847,PODXL2
14810,POFUT2,0.0684733808,POFUT2
14811,POGK,-0.3046613725,POGK
14812,POGLUT1,0.540152701,POGLUT1
14813,POGZ,-0.4813848663,POGZ
14814,POLA1,-0.882921613,POLA1
14815,POLB,0.1202894631,POLB
14816,POLD1,-1.3779256734,POLD1
14817,POLD2,-0.2512265463,POLD2
14818,POLD3,-1.3328291731,POLD3
14819,POLD4,0.1561519561,POLD4
14820,POLDIP2,0.1885453162,POLDIP2
14821,POLDIP3,0.0863306543,POLDIP3
14822,POLE,0.0135319022,POLE
14825,POLE4,-0.1369822828,POLE4
14826,POLG,0.3185606313,POLG
14827,POLH,0.7901308996,POLH
14829,POLK,-0.7880971165,POLK
14830,POLL,0.1732200863,POLL
14832,POLR1B,-0.4783913165,POLR1B
14833,POLR1C,0.2467762644,POLR1C
14834,POLR1D,0.2161796522,POLR1D
14835,POLR1E,-0.2133079912,POLR1E
14839,POLR2D,0.4084261681,POLR2D
14841,POLR2F,0.0570591197,POLR2F
14842,POLR2G,-0.1715928207,POLR2G
14845,POLR2J,-0.023695578,POLR2J
14851,POLR3B,-0.6656828843,POLR3B
14852,POLR3D,-0.1419027036,POLR3D
14853,POLR3E,0.1612661837,POLR3E
14854,POLR3F,0.0565089712,POLR3F
14857,POLR3H,-0.1290413406,POLR3H
14859,POLRMT,-0.440662498,POLRMT
14860,POM121,0.3239210578,POM121
14869,POMGNT1,-0.0647751209,POMGNT1
14870,POMP,-0.008638337,POMP
14874,PON2,-0.0253507493,PON2
14876,POP1,-0.7604253756,POP1
14877,POP4,-0.0401547702,POP4
14878,POP5,0.0526075733,POP5
14879,POP7,-0.1036930874,POP7
14881,POR,0.3843048662,POR
14882,PORCN,-0.1612649954,PORCN
14883,POSTN,-0.006003717,POSTN
14896,POU2F1,0.3246790503,POU2F1
14912,POU6F1,-0.0056954273,POU6F1
14918,PPA1,-0.0821472305,PPA1
14926,PPARA,-0.620522573,PPARA
14927,PPARD,0.2022179972,PPARD
14928,PPARG,-0.1265862662,PPARG
14929,PPARGC1A,-1.3364867605,PPARGC1A
14930,PPARGC1B,-0.7056147184,PPARGC1B
14931,PPAT,-0.1779273632,PPAT
14934,PPCDC,-0.6654491035,PPCDC
14935,PPCS,-0.0548861914,PPCS
14939,PPFIA1,0.0385106986,PPFIA1
14941,PPFIA3,0.6903609835,PPFIA3
14942,PPFIA4,-1.3481083543,PPFIA4
14943,PPFIBP1,-0.2362019301,PPFIBP1
14944,PPFIBP2,0.3280131393,PPFIBP2
14945,PPHLN1,0.2195995385,PPHLN1
14952,PPIB,0.0703816852,PPIB
14953,PPIC,-0.000016008,PPIC
14954,PPID,0.0868227694,PPID
14955,PPIE,0.0046788743,PPIE
14957,PPIF,-0.2307820108,PPIF
14966,PPL,-0.0586147436,PPL
14967,PPM1A,0.0999557362,PPM1A
14968,PPM1B,0.2208076902,PPM1B
14969,PPM1D,0.6130968075,PPM1D
14971,PPM1F,0.0686441605,PPM1F
14972,PPM1G,0.2343628511,PPM1G
14974,PPM1J,1.2483401232,PPM1J
14975,PPM1K,-0.1143021927,PPM1K
14976,PPM1L,0.376491666,PPM1L
14980,PPP1CA,0.0218334869,PPP1CA
14981,PPP1CB,-0.1887960959,PPP1CB
14982,PPP1CC,-0.4167443342,PPP1CC
14984,PPP1R11,-0.1452521493,PPP1R11
14985,PPP1R12A,-0.0334840416,PPP1R12A
14986,PPP1R12B,-1.1544444817,PPP1R12B
14988,PPP1R13B,-0.1037042548,PPP1R13B
14991,PPP1R14B,-0.1164472366,PPP1R14B
14992,PPP1R14C,0.1901818377,PPP1R14C
14994,PPP1R15A,0.1814007663,PPP1R15A
14995,PPP1R15B,0.0683972465,PPP1R15B
14998,PPP1R18,0.0838139255,PPP1R18
14999,PPP1R1A,-0.3192302749,PPP1R1A
15001,PPP1R1C,-1.6091102634,PPP1R1C
15002,PPP1R2,-0.036659387,PPP1R2
15010,PPP1R3A,#VALUE!,PPP1R3A
15011,PPP1R3B,-0.5400454132,PPP1R3B
15012,PPP1R3C,-0.1612198754,PPP1R3C
15018,PPP1R7,0.0112320495,PPP1R7
15019,PPP1R8,-0.0641318778,PPP1R8
15021,PPP1R9B,0.1016488662,PPP1R9B
15022,PPP2CA,-0.0740597063,PPP2CA
15023,PPP2CB,0.1747454272,PPP2CB
15024,PPP2R1A,-0.0222071725,PPP2R1A
15025,PPP2R1B,-0.28184176,PPP2R1B
15026,PPP2R2A,-0.2458929252,PPP2R2A
15027,PPP2R2B,0.0149295069,PPP2R2B
15029,PPP2R2C,3.1047228475,PPP2R2C
15030,PPP2R2D,-0.0786791305,PPP2R2D
15033,PPP2R3C,0.0272337365,PPP2R3C
15039,PPP2R5E,0.0956858674,PPP2R5E
15040,PPP3CA,0.1857039331,PPP3CA
15041,PPP3CB,-0.0042547102,PPP3CB
15043,PPP3R1,0.0392036513,PPP3R1
15045,PPP4C,-0.0279929286,PPP4C
15046,PPP4R1,0.0327567664,PPP4R1
15048,PPP4R2,-0.1017047873,PPP4R2
15050,PPP5C,-0.5233364433,PPP5C
15052,PPP6C,0.1346266568,PPP6C
15053,PPP6R1,0.1410905219,PPP6R1
15054,PPP6R2,-0.2406388365,PPP6R2
15056,PPRC1,-0.2051618152,PPRC1
15057,PPT1,-0.3352002147,PPT1
15059,PPTC7,-0.0673487381,PPTC7
15060,PPWD1,-0.6263171733,PPWD1
15064,PQBP1,-0.0832872251,PQBP1
15065,PQLC1,0.1830696463,PQLC1
15066,PQLC2,0.3075594955,PQLC2
15067,PQLC3,0.0061331626,PQLC3
15093,PRCC,-0.002408895,PRCC
15095,PRCP,-0.0354651939,PRCP
15104,PRDM2,0.2205771777,PRDM2
15105,PRDM4,-0.0297588397,PRDM4
15112,PRDX2,-0.051345651,PRDX2
15113,PRDX3,-0.4044183974,PRDX3
15115,PRDX5,-0.0254406957,PRDX5
15116,PRDX6,0.2913172704,PRDX6
15118,PRELID1,0.0405258059,PRELID1
15121,PREP,-0.0621361098,PREP
15122,PREPL,0.2696496398,PREPL
15132,PRICKLE1,-0.700888202,PRICKLE1
15133,PRICKLE2,0.0425321885,PRICKLE2
15138,PRIM1,-2.3787041929,PRIM1
15139,PRIM2,-0.3672118226,PRIM2
15141,PRKAA2,-0.5841410403,PRKAA2
15143,PRKAB2,0.1101593803,PRKAB2
15144,PRKACA,0.1900425801,PRKACA
15145,PRKACB,-0.150043294,PRKACB
15147,PRKAG1,-0.222844169,PRKAG1
15148,PRKAG2,-0.3240918355,PRKAG2
15151,PRKAR1A,-0.007840913,PRKAR1A
15153,PRKAR2A,-0.1503833469,PRKAR2A
15154,PRKAR2B,-0.1588367182,PRKAR2B
15155,PRKCA,0.3443485045,PRKCA
15156,PRKCB,0.49007614,PRKCB
15157,PRKCD,0.8348152053,PRKCD
15159,PRKCE,0.144194665,PRKCE
15161,PRKCH,0.92485944,PRKCH
15162,PRKCI,0.0553390783,PRKCI
15165,PRKCSH,0.0931883442,PRKCSH
15166,PRKCZ,-1.1710321779,PRKCZ
15167,PRKD1,0.0286343117,PRKD1
15168,PRKD2,0.1392993688,PRKD2
15173,PRKG2,-0.5150775137,PRKG2
15174,PRKRA,0.1066774236,PRKRA
15176,PRKX,0.3879209425,PRKX
15188,PRMT2,-0.326128576,PRMT2
15189,PRMT3,0.0183588967,PRMT3
15190,PRMT5,-0.1297584546,PRMT5
15195,PRNP,0.3078175104,PRNP
15199,PROCR,0.5367336124,PROCR
15207,PROM1,-0.6841437656,PROM1
15208,PROM2,-2.2912910303,PROM2
15211,PROS1,0.0207273957,PROS1
15214,PROSER1,-0.1332844375,PROSER1
15217,PROX1,-0.6233959551,PROX1
15220,PRPF18,0.3905153022,PRPF18
15222,PRPF3,-0.2816780376,PRPF3
15224,PRPF38A,-0.1590284145,PRPF38A
15225,PRPF38B,-0.1030162933,PRPF38B
15227,PRPF4,0.0597218018,PRPF4
15228,PRPF40A,0.1007676117,PRPF40A
15230,PRPF4B,-0.3456788472,PRPF4B
15232,PRPF8,-0.1725244904,PRPF8
15234,PRPH2,-4.0268927625,PRPH2
15235,PRPS1,-0.0366841206,PRPS1
15237,PRPS2,0.8700862889,PRPS2
15238,PRPSAP1,0.0346396297,PRPSAP1
15239,PRPSAP2,0.2501913433,PRPSAP2
15264,PRRC1,-0.3846194965,PRRC1
15265,PRRC2A,-0.341513862,PRRC2A
15275,PRRX1,-1.0866860383,PRRX1
15282,PRSS23,0.2877411131,PRSS23
15283,PRSS27,-0.7425334525,PRSS27
15287,PRSS35,-0.6331933687,PRSS35
15292,PRSS42,-4.3680798577,PRSS42
15293,PRSS45,#VALUE!,PRSS45
15304,PRTG,0.0453157517,PRTG
15311,PSAP,0.1296794029,PSAP
15319,PSEN1,0.3207257834,PSEN1
15320,PSEN2,0.1845214718,PSEN2
15321,PSENEN,0.0151257665,PSENEN
15334,PSIP1,0.2418592198,PSIP1
15335,PSKH1,0.1175130175,PSKH1
15337,PSMA1,-0.3165023347,PSMA1
15338,PSMA2,0.0892557696,PSMA2
15340,PSMA4,-0.1999977608,PSMA4
15341,PSMA5,0.2048512097,PSMA5
15342,PSMA6,0.1044456582,PSMA6
15343,PSMA7,-0.2124724502,PSMA7
15345,PSMB1,-0.1141351202,PSMB1
15346,PSMB10,0.3511168471,PSMB10
15348,PSMB2,-0.1146934672,PSMB2
15350,PSMB4,0.1347892005,PSMB4
15351,PSMB5,0.0778222508,PSMB5
15353,PSMB7,-0.0831652819,PSMB7
15354,PSMB8,0.805404433,PSMB8
15355,PSMB9,2.2906024308,PSMB9
15356,PSMC1,-0.0423499714,PSMC1
15357,PSMC3,-0.0909015958,PSMC3
15358,PSMC3IP,0.0977634322,PSMC3IP
15359,PSMC4,0.0275417949,PSMC4
15360,PSMC5,-0.0513897706,PSMC5
15361,PSMC6,0.0515954617,PSMC6
15362,PSMD1,-0.0547204212,PSMD1
15364,PSMD12,0.0950648972,PSMD12
15365,PSMD13,0.1127750949,PSMD13
15367,PSMD2,0.0559159437,PSMD2
15368,PSMD3,-0.2573689359,PSMD3
15369,PSMD4,-0.0601692613,PSMD4
15370,PSMD5,-0.077155413,PSMD5
15371,PSMD6,-0.0345731198,PSMD6
15373,PSMD7,-0.1016031374,PSMD7
15374,PSMD8,0.1804748604,PSMD8
15375,PSMD9,-0.2294175081,PSMD9
15376,PSME1,0.0975249866,PSME1
15377,PSME2,0.3824447081,PSME2
15379,PSME4,0.0397327221,PSME4
15381,PSMG2,-0.1899766611,PSMG2
15388,PSPC1,-0.1141781294,PSPC1
15389,PSPH,-0.5666648103,PSPH
15390,PSPN,1.6882799646,PSPN
15396,PTAR1,-0.8482302578,PTAR1
15397,PTBP1,0.0376607952,PTBP1
15398,PTBP2,-0.3957557559,PTBP2
15399,PTCD2,-0.7172446198,PTCD2
15400,PTCD3,-0.4138384074,PTCD3
15401,PTCH1,0.3744830707,PTCH1
15411,PTDSS2,-0.0672471277,PTDSS2
15412,PTEN,0.1138227171,PTEN
15414,PTER,0.6332240121,PTER
15418,PTGDS,0.2547428734,PTGDS
15421,PTGER3,-0.9817670068,PTGER3
15425,PTGES2,-0.4313814545,PTGES2
15428,PTGFRN,-0.1348112446,PTGFRN
15430,PTGIS,-2.3301618697,PTGIS
15431,PTGR1,0.003262985,PTGR1
15432,PTGR2,-0.903631455,PTGR2
15436,PTH1R,0.1662350148,PTH1R
15440,PTK2,-0.1764132343,PTK2
15441,PTK2B,0.0530892831,PTK2B
15443,PTK7,-0.0218976888,PTK7
15444,PTMS,-0.1513330961,PTMS
15445,PTN,0.0337970996,PTN
15446,PTOV1,-0.0504930521,PTOV1
15450,PTP4A3,-0.3041154175,PTP4A3
15451,PTPDC1,-0.6466712071,PTPDC1
15456,PTPMT1,-0.6766347729,PTPMT1
15457,PTPN1,0.2977707455,PTPN1
15458,PTPN11,-0.0294968874,PTPN11
15459,PTPN12,-0.0663620406,PTPN12
15461,PTPN14,0.01096857,PTPN14
15462,PTPN18,-0.0948384412,PTPN18
15463,PTPN2,-0.1015243298,PTPN2
15464,PTPN21,-0.3417382789,PTPN21
15465,PTPN23,0.1408674493,PTPN23
15469,PTPN6,-1.127548086,PTPN6
15476,PTPRE,-0.2265220611,PTPRE
15477,PTPRF,-0.2164413776,PTPRF
15482,PTPRK,0.2074944016,PTPRK
15484,PTPRN,-1.0270918319,PTPRN
15489,PTPRS,-0.0810288356,PTPRS
15496,PTRH2,0.0889667282,PTRH2
15498,PTS,-0.0604656745,PTS
15500,PTTG1IP,-0.0273079409,PTTG1IP
15505,PUF60,-0.1242858394,PUF60
15506,PUM1,-1.3797967528,PUM1
15507,PUM2,-0.2755031578,PUM2
15508,PURB,0.0352168958,PURB
15510,PUS1,0.1982729854,PUS1
15512,PUS3,-1.4167361129,PUS3
15515,PUSL1,-0.6069377852,PUSL1
15517,PVR,0.1239806833,PVR
15528,PWWP2B,-0.0425461653,PWWP2B
15529,PXDC1,0.2946498314,PXDC1
15533,PXMP2,-0.3803339188,PXMP2
15534,PXMP4,-1.7915285606,PXMP4
15535,PXN,-0.0956816577,PXN
15540,PYCRL,-0.0995535016,PYCRL
15543,PYGB,-0.2443450951,PYGB
15544,PYGL,0.1838724148,PYGL
15545,PYGM,-0.8022619942,PYGM
15547,PYGO2,-0.0258889252,PYGO2
15554,QARS,-0.0390322229,QARS
15555,QDPR,-0.8053752986,QDPR
15558,QPCTL,0.3276185627,QPCTL
15559,QPRT,-0.5604069574,QPRT
15562,QRICH1,0.0404598557,QRICH1
15567,QTRT1,0.2590664124,QTRT1
15572,R3HDM2,-0.2109836237,R3HDM2
15575,RAB10,-0.2773413365,RAB10
15576,RAB11A,-0.2093002609,RAB11A
15577,RAB11B,-0.3057862421,RAB11B
15579,RAB11FIP1,0.1152868959,RAB11FIP1
15580,RAB11FIP2,0.2317699635,RAB11FIP2
15582,RAB12,0.0916012313,RAB12
15583,RAB13,-0.072435757,RAB13
15584,RAB14,-0.0099819977,RAB14
15585,RAB15,-0.0318875526,RAB15
15586,RAB17,0.0087403621,RAB17
15587,RAB18,-0.0318270068,RAB18
15592,RAB21,0.1477880112,RAB21
15593,RAB22A,0.2612825644,RAB22A
15594,RAB23,0.0984766854,RAB23
15595,RAB24,0.4006586151,RAB24
15598,RAB27A,0.4199048816,RAB27A
15599,RAB27B,-1.5498542838,RAB27B
15600,RAB28,-0.2039470201,RAB28
15601,RAB2A,-0.1833582257,RAB2A
15602,RAB2B,0.1638030384,RAB2B
15603,RAB30,-0.5006670717,RAB30
15604,RAB31,0.2813029848,RAB31
15606,RAB33A,-0.4109695585,RAB33A
15607,RAB33B,0.6817814261,RAB33B
15609,RAB36,-1.2702705326,RAB36
15614,RAB3A,-1.9673312175,RAB3A
15617,RAB3D,-2.3593797218,RAB3D
15620,RAB3IL1,-0.6090172298,RAB3IL1
15621,RAB3IP,-0.2183027306,RAB3IP
15624,RAB40B,0.0630467676,RAB40B
15625,RAB40C,0.2383447512,RAB40C
15629,RAB4A,-1.3605375905,RAB4A
15630,RAB5A,0.1664299921,RAB5A
15631,RAB5B,0.0098953454,RAB5B
15633,RAB6B,0.0461450644,RAB6B
15637,RAB8A,-0.3570620413,RAB8A
15641,RABAC1,0.1680004642,RABAC1
15642,RABEP1,-0.0965895419,RABEP1
15643,RABEP2,0.2513443797,RABEP2
15644,RABEPK,0.0835651949,RABEPK
15647,RABGGTA,0.1954180337,RABGGTA
15648,RABGGTB,-0.4485812822,RABGGTB
15652,RABL3,-0.3895291778,RABL3
15654,RABL6,-0.0683201461,RABL6
15655,RAC1,-0.1215703613,RAC1
15658,RACGAP1,-1.4354090671,RACGAP1
15660,RAD1,0.1933602493,RAD1
15661,RAD17,-0.1129678453,RAD17
15662,RAD18,-0.7767326498,RAD18
15665,RAD23A,-0.395794142,RAD23A
15666,RAD23B,-0.2130564793,RAD23B
15667,RAD50,-0.2866022349,RAD50
15673,RAD52,0.0987199253,RAD52
15675,RAD54L2,-0.2279979473,RAD54L2
15677,RAD9B,0.1035951196,RAD9B
15678,RADIL,-1.8364985446,RADIL
15679,RAE1,0.1244797113,RAE1
15683,RAF1,-0.0127651852,RAF1
15687,RAI14,-0.2691905795,RAI14
15689,RALA,0.1869714814,RALA
15690,RALB,0.1510041105,RALB
15691,RALBP1,-0.1137188131,RALBP1
15695,RALGDS,0.3914336048,RALGDS
15697,RALGPS2,-0.1322872366,RALGPS2
15698,RALY,0.0226617888,RALY
15700,RAMP1,-0.0886761266,RAMP1
15704,RAN,0.0060382176,RAN
15705,RANBP1,-0.2724148931,RANBP1
15707,RANBP17,-1.2821418917,RANBP17
15711,RANBP6,-0.0301809439,RANBP6
15714,RANGRF,-0.058468446,RANGRF
15715,RAP1A,-0.0486157498,RAP1A
15717,RAP1GAP,-0.1101996785,RAP1GAP
15718,RAP1GAP2,-0.2661200457,RAP1GAP2
15720,RAP2A,0.2010197623,RAP2A
15721,RAP2B,0.5291254597,RAP2B
15724,RAPGEF2,-0.2417430692,RAPGEF2
15726,RAPGEF4,-1.8228380952,RAPGEF4
15731,RAPH1,-0.0860995374,RAPH1
15738,RARS,-0.0157757247,RARS
15739,RARS2,0.0364888798,RARS2
15740,RASA1,0.038933614,RASA1
15741,RASA2,0.2601073617,RASA2
15742,RASA3,-0.7224837912,RASA3
15745,RASAL2,-0.4686837171,RASAL2
15748,RASD1,1.9642954686,RASD1
15749,RASD2,0.1876241627,RASD2
15756,RASGRP1,1.0169585923,RASGRP1
15758,RASGRP3,-1.0919934013,RASGRP3
15764,RASL11B,-0.4124160826,RASL11B
15765,RASL12,-2.3658455887,RASL12
15766,RASSF1,-0.2979276288,RASSF1
15769,RASSF3,0.2136906329,RASSF3
15773,RASSF7,0.2366058446,RASSF7
15775,RASSF9,-2.7792098223,RASSF9
15779,RB1,0.1773666666,RB1
15780,RB1CC1,0.266643644,RB1CC1
15783,RBBP7,-0.0808579317,RBBP7
15785,RBBP9,-1.0380059306,RBBP9
15786,RBCK1,0.177764873,RBCK1
15787,RBFA,-1.1187633196,RBFA
15788,RBFOX1,-3.6164853039,RBFOX1
15789,RBFOX2,-0.285342531,RBFOX2
15792,RBL2,0.1331339172,RBL2
15793,RBM10,-0.2175790393,RBM10
15799,RBM18,-0.3187108779,RBM18
15805,RBM25,-0.1661969168,RBM25
15809,RBM28,-0.6548184619,RBM28
15811,RBM34,0.106883956,RBM34
15812,RBM38,0.0741723099,RBM38
15813,RBM39,-0.0366265723,RBM39
15814,RBM42,0.0808856244,RBM42
15815,RBM43,-0.2590002996,RBM43
15817,RBM45,-0.1485325068,RBM45
15821,RBM4B,-0.5529407362,RBM4B
15822,RBM5,-0.0251226801,RBM5
15823,RBM6,-0.0337560272,RBM6
15824,RBM7,-0.107609898,RBM7
15825,RBMS1,-0.0632777529,RBMS1
15826,RBMS2,-0.68557467,RBMS2
15837,RBP1,0.0083676294,RBP1
15846,RBPMS2,0.0069462526,RBPMS2
15847,RBX1,-0.0717852898,RBX1
15849,RC3H2,0.004853776,RC3H2
15850,RCAN1,0.1284767275,RCAN1
15851,RCAN2,-1.0823242081,RCAN2
15852,RCAN3,-0.0737910357,RCAN3
15854,RCBTB1,0.0130148802,RCBTB1
15855,RCBTB2,0.4952527512,RCBTB2
15858,RCHY1,-0.2006508049,RCHY1
15860,RCN1,0.03908131,RCN1
15861,RCN2,-0.0453629801,RCN2
15862,RCN3,0.0115855805,RCN3
15866,RCSD1,-1.608621513,RCSD1
15870,RDH10,0.8062903038,RDH10
15871,RDH11,-0.0373252559,RDH11
15873,RDH13,-1.5130017702,RDH13
15877,RDX,-0.1396780693,RDX
15879,RECK,0.152093037,RECK
15880,RECQL,0.266990025,RECQL
15881,RECQL4,0.3977572038,RECQL4
15882,RECQL5,0.230364537,RECQL5
15883,REEP1,-0.2601275758,REEP1
15885,REEP3,-0.1963297628,REEP3
15887,REEP5,0.0508569385,REEP5
15888,REEP6,-0.4796208777,REEP6
15896,RELA,-0.1617106209,RELA
15898,RELL1,0.0613468995,RELL1
15899,RELL2,1.1983022021,RELL2
15900,RELN,-0.073306639,RELN
15901,RELT,0.4757402849,RELT
15905,RENBP,-2.5170606257,RENBP
15907,REPIN1,-0.1564740547,REPIN1
15908,REPS1,-0.2790494714,REPS1
15910,RER1,0.1300274383,RER1
15911,RERE,-0.1014372402,RERE
15916,REST,0.1196697137,REST
15920,RETSAT,0.5387124859,RETSAT
15921,REV1,-0.387163103,REV1
15922,REV3L,0.5031173101,REV3L
15925,REXO2,0.1857333734,REXO2
15926,REXO4,0.010120326,REXO4
15927,RFC1,-0.5105972766,RFC1
15928,RFC2,-0.0027280477,RFC2
15929,RFC3,-1.0446383235,RFC3
15930,RFC4,-0.1217664221,RFC4
15931,RFC5,-0.4606245501,RFC5
15943,RFTN1,-0.0139795387,RFTN1
15947,RFX1,0.0247259491,RFX1
15948,RFX2,-1.9783850103,RFX2
15949,RFX3,0.9812997456,RFX3
15951,RFX5,-0.4288028883,RFX5
15953,RFX7,0.1886971854,RFX7
15955,RFXANK,-0.6678041391,RFXANK
15956,RFXAP,-0.9380557022,RFXAP
15960,RGL1,0.1119959041,RGL1
15961,RGL2,#VALUE!,RGL2
15966,RGN,-2.0693492016,RGN
15975,RGS14,-0.1435324416,RGS14
15979,RGS19,-1.4710308297,RGS19
15980,RGS2,-0.0817857952,RGS2
15984,RGS3,-0.4649824367,RGS3
15985,RGS4,-2.3258626026,RGS4
15986,RGS5,0.035285051,RGS5
15991,RGS9,-1.7110031414,RGS9
15995,RHBDD1,0.192377963,RHBDD1
15998,RHBDF1,0.431241694,RHBDF1
15999,RHBDF2,1.0564658371,RHBDF2
16011,RHOA,-0.0279455723,RHOA
16012,RHOB,-0.0445694966,RHOB
16013,RHOBTB1,0.1360347143,RHOBTB1
16014,RHOBTB2,-0.4060984156,RHOBTB2
16015,RHOBTB3,-0.1901238114,RHOBTB3
16016,RHOC,0.0800328223,RHOC
16017,RHOD,0.0911855949,RHOD
16018,RHOG,-0.0067995843,RHOG
16023,RHOT2,-0.0755771074,RHOT2
16029,RHPN2,-0.0238545161,RHPN2
16033,RIC8A,0.1258815105,RIC8A
16039,RILPL2,0.2714454091,RILPL2
16047,RIMS3,-1.4083013585,RIMS3
16050,RIN2,-0.2359998366,RIN2
16051,RIN3,0.4077113896,RIN3
16052,RING1,#VALUE!,RING1
16055,RIOK1,-0.1043028656,RIOK1
16057,RIOK3,0.1437881637,RIOK3
16058,RIPK1,0.2556866374,RIPK1
16059,RIPK2,-0.1484294021,RIPK2
16063,RIT1,-0.9067527809,RIT1
16073,RMDN2,-1.2654891256,RMDN2
16077,RMND1,-0.1541769743,RMND1
16093,RNASEH1,0.094368424,RNASEH1
16094,RNASEH2A,-0.4904357959,RNASEH2A
16095,RNASEH2B,-0.5553897849,RNASEH2B
16098,RNASEL,-0.4612909865,RNASEL
16101,RND2,-1.7507527373,RND2
16102,RND3,0.2761886879,RND3
16103,RNF10,-0.0550522199,RNF10
16105,RNF111,-0.124399598,RNF111
16109,RNF114,0.0652990409,RNF114
16111,RNF121,0.1085843021,RNF121
16117,RNF128,-0.4969799809,RNF128
16122,RNF138,0.0260579244,RNF138
16125,RNF141,-0.2330726672,RNF141
16128,RNF144B,-0.0672964396,RNF144B
16129,RNF145,-0.1114059895,RNF145
16137,RNF165,-1.0043123461,RNF165
16138,RNF166,0.3967429679,RNF166
16139,RNF167,0.1305022306,RNF167
16145,RNF181,0.1777621137,RNF181
16148,RNF185,0.1222798036,RNF185
16151,RNF19A,-0.2006473561,RNF19A
16152,RNF19B,0.3587596532,RNF19B
16153,RNF2,-0.379060929,RNF2
16154,RNF20,-0.1525687488,RNF20
16156,RNF208,0.0616410569,RNF208
16160,RNF215,-0.1875617266,RNF215
16161,RNF216,-0.3968238368,RNF216
16165,RNF219,-0.4095818219,RNF219
16170,RNF25,0.142171723,RNF25
16171,RNF26,-0.0058181103,RNF26
16173,RNF34,0.2085496584,RNF34
16174,RNF38,0.0008621432,RNF38
16176,RNF4,0.0467297696,RNF4
16177,RNF41,-1.0356235137,RNF41
16179,RNF44,-0.1804896943,RNF44
16182,RNF6,0.2331417212,RNF6
16184,RNF8,-0.1967761711,RNF8
16186,RNFT2,-2.4247500253,RNFT2
16187,RNGTT,-0.0959513855,RNGTT
16189,RNLS,-0.6310202038,RNLS
16190,RNMT,-0.1131561262,RNMT
16192,RNPEP,0.5148232604,RNPEP
16194,RNPS1,0.0856180321,RNPS1
16223,ROBO2,-2.3372391541,ROBO2
16226,ROCK1,0.0188873254,ROCK1
16228,ROCK2,-0.100800068,ROCK2
16229,ROGDI,-0.1233172071,ROGDI
16230,ROM1,1.7358375843,ROM1
16244,RP2,0.6907192424,RP2
16245,RP9,-0.8504403719,RP9
16247,RPA1,0.0740867724,RPA1
16248,RPA2,-0.1302887137,RPA2
16249,RPA3,0.3021018319,RPA3
16251,RPAIN,0.0942705806,RPAIN
16252,RPAP1,0.1280387221,RPAP1
16253,RPAP2,0.0247092402,RPAP2
16254,RPAP3,-0.0914485454,RPAP3
16258,RPF2,-0.0740419928,RPF2
16263,RPH3AL,-1.9069102215,RPH3AL
16264,RPIA,0.3626601911,RPIA
